ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot
M   0.0010   400.0   1.09111896    0.0200   1.01217   1.08931   1.11879   2083.44    105.97   1.1565385e+04   3.1816377e-01  3.81383e+13   2.91190e+14   3.15165e+15   3.14859e+14  -2.80656e+32
M   0.0010   400.0   1.09111896    0.0300   1.01156   1.08617   1.11561   2004.28     95.17   1.1408434e+04   3.1838067e-01  2.36904e+13   2.89640e+14   1.95771e+15   1.95581e+14  -2.81504e+32
M   0.0010   400.0   1.09111896    0.0500   1.01085   1.08220   1.11161   1915.36     83.93   1.1226791e+04   3.1864151e-01  1.30962e+13   2.86589e+14   1.08223e+15   1.08118e+14  -2.82481e+32
M   0.0010   400.0   1.09111896    0.1000   1.00998   1.07744   1.10680   1807.09     71.40   1.0997365e+04   3.1895425e-01  5.44621e+12   2.79085e+14   4.50061e+14   4.49624e+13  -2.83664e+32
M   0.0010   400.0   1.09111896    0.2000   1.00933   1.07380   1.10312   1715.30     61.88   1.0795121e+04   3.1918530e-01  1.89609e+12   2.64768e+14   1.56688e+14   1.56536e+13  -2.84561e+32
M   0.0010   400.0   1.09111896    0.5000   1.00874   1.07119   1.10047   1646.13     55.41   1.0637577e+04   3.1939959e-01  5.96606e+11   2.26702e+14   4.93019e+13   4.92541e+12  -2.85382e+32
M   0.0010   400.0   1.09111896    1.0000   1.00830   1.06944   1.09870   1599.84     51.21   1.0529458e+04   3.1956170e-01  3.41321e+11   1.74203e+14   2.82058e+13   2.81784e+12  -2.85979e+32
M   0.0010   400.0   1.09111896    2.0000   1.00770   1.06707   1.09630   1525.43     45.29   1.0350668e+04   3.1977287e-01  2.59660e+11   1.01535e+14   2.14576e+13   2.14368e+12  -2.86809e+32
M   0.0010   400.0   1.09111896    5.0000   1.00623   1.06248   1.09162   1362.35     34.12   9.9335891e+03   3.2030396e-01  2.18526e+11   2.01697e+13   1.80585e+13   1.80409e+12  -2.88834e+32
M   0.0010   400.0   1.09111896   10.0000   1.00460   1.05868   1.08774   1193.44     24.86   9.4506122e+03   3.2089213e-01  1.07887e+11   1.37113e+12   8.91546e+12   8.90681e+11  -2.91075e+32
M   0.0010   400.0   1.09111896   20.0000   1.00332   1.05619   1.08517   1068.01     17.83   9.0355762e+03   3.2136000e-01  3.26476e+10   6.61686e+09   2.69791e+12   2.69529e+11  -2.92843e+32
M   0.0010   400.0   1.09111896  5.67e+01   0.99962   1.05248   1.08146    834.08      0.00   7.9201737e+03   3.2136000e-01  0.00000e+00   3.45917e+09   0.00000e+00   0.00000e+00  -2.92876e+32

M   0.0010   400.0   1.39038559    0.0010   1.11958   1.35825   1.41914   6563.86   1157.31   1.6520000e+04   3.0519000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -3.65752e+32
M   0.0010   400.0   1.39038559    0.0015   1.09252   1.19076   1.21902   3176.97    330.23   1.3362679e+04   3.1465000e-01  4.31145e+15   3.74726e+14   3.75518e+17   3.59594e+16  -4.13906e+32
M   0.0010   400.0   1.39038559    0.0020   1.09029   1.17957   1.20707   2880.26    262.63   1.2935165e+04   3.1543500e-01  1.71788e+15   3.74626e+14   1.49623e+17   1.43279e+16  -4.17881e+32
M   0.0010   400.0   1.39038559    0.0030   1.08846   1.17104   1.19796   2657.29    211.82   1.2586639e+04   3.1607400e-01  7.23683e+14   3.74427e+14   6.30313e+16   6.03585e+15  -4.21121e+32
M   0.0010   400.0   1.39038559    0.0050   1.08691   1.16456   1.19127   2452.43    172.63   1.2243829e+04   3.1661800e-01  3.15477e+14   3.74027e+14   2.74774e+16   2.63123e+15  -4.23894e+32
M   0.0010   400.0   1.39038559    0.0100   1.08533   1.15847   1.18508   2247.84    136.00   1.1877987e+04   3.1717440e-01  1.19073e+14   3.73032e+14   1.03710e+16   9.93126e+14  -4.26708e+32
M   0.0010   400.0   1.39038559    0.0200   1.08410   1.15365   1.18018   2090.21    109.73   1.1578614e+04   3.1760234e-01  4.80923e+13   3.71054e+14   4.18873e+15   4.01111e+14  -4.28896e+32
M   0.0010   400.0   1.39038559    0.0300   1.08346   1.15100   1.17750   2015.99     99.24   1.1431934e+04   3.1782954e-01  3.08484e+13   3.69083e+14   2.68683e+15   2.57290e+14  -4.30036e+32
M   0.0010   400.0   1.39038559    0.0500   1.08271   1.14730   1.17375   1925.45     87.40   1.1247687e+04   3.1809217e-01  1.70538e+13   3.65195e+14   1.48535e+15   1.42236e+14  -4.31376e+32
M   0.0010   400.0   1.39038559    0.1000   1.08178   1.14289   1.16929   1819.03     74.70   1.1023124e+04   3.1841374e-01  7.41727e+12   3.55623e+14   6.46028e+14   6.18634e+13  -4.33032e+32
M   0.0010   400.0   1.39038559    0.2000   1.08102   1.13949   1.16585   1730.95     65.18   1.0830132e+04   3.1868028e-01  2.92471e+12   3.37386e+14   2.54736e+14   2.43934e+13  -4.34378e+32
M   0.0010   400.0   1.39038559    0.5000   1.08031   1.13651   1.16283   1646.79     56.91   1.0639099e+04   3.1892816e-01  7.34061e+11   2.88439e+14   6.39352e+13   6.12241e+12  -4.35637e+32
M   0.0010   400.0   1.39038559    1.0000   1.07992   1.13488   1.16119   1596.48     52.32   1.0521506e+04   3.1905925e-01  3.61498e+11   2.21856e+14   3.14857e+13   3.01506e+12  -4.36336e+32
M   0.0010   400.0   1.39038559    2.0000   1.07933   1.13284   1.15911   1529.94     46.81   1.0361718e+04   3.1926441e-01  3.58667e+11   1.29510e+14   3.12391e+13   2.99144e+12  -4.37374e+32
M   0.0010   400.0   1.39038559    5.0000   1.07777   1.12835   1.15455   1361.02     34.92   9.9300310e+03   3.1981754e-01  2.58622e+11   2.56729e+13   2.25254e+13   2.15702e+12  -4.40162e+32
M   0.0010   400.0   1.39038559   10.0000   1.07619   1.12489   1.15100   1199.29     25.71   9.4685256e+03   3.2037320e-01  1.35522e+11   1.75200e+12   1.18036e+13   1.13031e+12  -4.42976e+32
M   0.0010   400.0   1.39038559   20.0000   1.07482   1.12242   1.14846   1075.99     18.95   9.0641000e+03   3.2084950e-01  4.56316e+10   8.30435e+09   3.97442e+12   3.80589e+11  -4.45403e+32
M   0.0010   400.0   1.39038559  5.50e+01   1.07092   1.11852   1.14456    847.73      0.00   8.0082465e+03   3.2085000e-01  0.00000e+00   4.40794e+09   0.00000e+00   0.00000e+00  -4.45406e+32

M   0.0010   400.0   1.77173358    0.0010   1.19654   1.41004   1.46452   6563.86   1186.97   1.6520000e+04   3.0468000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -5.71689e+32
M   0.0010   400.0   1.77173358    0.0015   1.16933   1.25773   1.28299   3206.30    343.93   1.3402848e+04   3.1400000e-01  5.56583e+15   4.77503e+14   5.06365e+17   4.83231e+16  -6.34975e+32
M   0.0010   400.0   1.77173358    0.0020   1.16705   1.24731   1.27191   2901.80    274.24   1.2967558e+04   3.1478000e-01  2.24140e+15   4.77377e+14   2.03917e+17   1.94600e+16  -6.40290e+32
M   0.0010   400.0   1.77173358    0.0030   1.16515   1.23920   1.26329   2668.73    220.85   1.2605123e+04   3.1543000e-01  9.38614e+14   4.77122e+14   8.53927e+16   8.14913e+15  -6.44714e+32
M   0.0010   400.0   1.77173358    0.0050   1.16352   1.23305   1.25690   2470.92    180.59   1.2275720e+04   3.1598600e-01  4.15084e+14   4.76612e+14   3.77633e+16   3.60380e+15  -6.48485e+32
M   0.0010   400.0   1.77173358    0.0100   1.16183   1.22734   1.25111   2266.44    143.44   1.1912263e+04   3.1656680e-01  1.62207e+14   4.75346e+14   1.47572e+16   1.40830e+15  -6.52417e+32
M   0.0010   400.0   1.77173358    0.0200   1.16048   1.22287   1.24657   2109.51    115.73   1.1616142e+04   3.1703000e-01  6.58315e+13   4.72819e+14   5.98918e+15   5.71556e+14  -6.55552e+32
M   0.0010   400.0   1.77173358    0.0300   1.15981   1.22021   1.24389   2022.01    102.82   1.1443962e+04   3.1725852e-01  3.92318e+13   4.70305e+14   3.56920e+15   3.40614e+14  -6.57120e+32
M   0.0010   400.0   1.77173358    0.0500   1.15905   1.21693   1.24058   1931.91     90.55   1.1261039e+04   3.1752062e-01  2.17461e+13   4.65353e+14   1.97840e+15   1.88801e+14  -6.58901e+32
M   0.0010   400.0   1.77173358    0.1000   1.15817   1.21276   1.23637   1817.64     76.53   1.1020129e+04   3.1782292e-01  8.92686e+12   4.53285e+14   8.12142e+14   7.75038e+13  -6.60929e+32
M   0.0010   400.0   1.77173358    0.2000   1.15738   1.20989   1.23347   1740.31     67.88   1.0850971e+04   3.1809107e-01  4.02291e+12   4.29899e+14   3.65994e+14   3.49273e+13  -6.62770e+32
M   0.0010   400.0   1.77173358    0.5000   1.15657   1.20697   1.23052   1654.13     59.04   1.0656020e+04   3.1836455e-01  1.08968e+12   3.67273e+14   9.91359e+13   9.46067e+12  -6.64651e+32
M   0.0010   400.0   1.77173358    1.0000   1.15612   1.20535   1.22888   1599.21     54.00   1.0527963e+04   3.1852312e-01  5.10250e+11   2.82497e+14   4.64212e+13   4.43004e+12  -6.65714e+32
M   0.0010   400.0   1.77173358    2.0000   1.15551   1.20341   1.22692   1532.24     48.18   1.0367328e+04   3.1872680e-01  4.54866e+11   1.65195e+14   4.13826e+13   3.94919e+12  -6.67116e+32
M   0.0010   400.0   1.77173358    5.0000   1.15388   1.19921   1.22265   1364.01     35.99   9.9380607e+03   3.1928946e-01  3.25937e+11   3.26912e+13   2.96529e+13   2.82981e+12  -6.70911e+32
M   0.0010   400.0   1.77173358   10.0000   1.15232   1.19597   1.21935   1203.11     26.49   9.4801885e+03   3.1982180e-01  1.68177e+11   2.23490e+12   1.53003e+13   1.46013e+12  -6.74553e+32
M   0.0010   400.0   1.77173358   20.0000   1.15094   1.19366   1.21699   1083.54     20.12   9.0908216e+03   3.2030008e-01  6.31752e+10   1.06922e+10   5.74752e+12   5.48493e+11  -6.77749e+32
M   0.0010   400.0   1.77173358  5.54e+01   1.14673   1.18943   1.21276    860.96      0.00   8.0901448e+03   3.2031000e-01  0.00000e+00   5.61692e+09   0.00000e+00   0.00000e+00  -6.77821e+32

M   0.0010   400.0   2.25767578    0.0010   1.27794   1.46990   1.51883   6563.86   1219.03   1.6520000e+04   3.0414000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -8.89793e+32
M   0.0010   400.0   2.25767578    0.0015   1.25079   1.33172   1.35456   3245.96    362.35   1.3456593e+04   3.1328000e-01  7.50481e+15   6.08472e+14   7.10804e+17   7.13634e+16  -9.73376e+32
M   0.0010   400.0   2.25767578    0.0020   1.24834   1.32148   1.34370   2927.92    288.16   1.3006538e+04   3.1411000e-01  2.99015e+15   6.08309e+14   2.83206e+17   2.84334e+16  -9.80910e+32
M   0.0010   400.0   2.25767578    0.0030   1.24633   1.31362   1.33539   2688.62    232.28   1.2637111e+04   3.1478600e-01  1.25723e+15   6.07984e+14   1.19076e+17   1.19550e+16  -9.87094e+32
M   0.0010   400.0   2.25767578    0.0050   1.24463   1.30745   1.32892   2488.62    188.60   1.2306054e+04   3.1535667e-01  5.40644e+14   6.07335e+14   5.12061e+16   5.14100e+15  -9.92325e+32
M   0.0010   400.0   2.25767578    0.0100   1.24292   1.30189   1.32328   2272.16    148.67   1.1922774e+04   3.1593917e-01  2.05105e+14   6.05720e+14   1.94261e+16   1.95035e+15  -9.97602e+32
M   0.0010   400.0   2.25767578    0.0200   1.24158   1.29770   1.31903   2112.31    119.31   1.1621568e+04   3.1638533e-01  8.15998e+13   6.02496e+14   7.72857e+15   7.75934e+14  -1.00172e+33
M   0.0010   400.0   2.25767578    0.0300   1.24093   1.29534   1.31665   2026.71    106.32   1.1453352e+04   3.1660212e-01  4.92596e+13   5.99347e+14   4.66553e+15   4.68411e+14  -1.00370e+33
M   0.0010   400.0   2.25767578    0.0500   1.24014   1.29261   1.31388   1945.72     94.92   1.1289463e+04   3.1687024e-01  2.92350e+13   5.92992e+14   2.76894e+15   2.77996e+14  -1.00615e+33
M   0.0010   400.0   2.25767578    0.1000   1.23918   1.28846   1.30970   1824.01     79.29   1.1033832e+04   3.1719808e-01  1.14531e+13   5.77526e+14   1.08476e+15   1.08908e+14  -1.00912e+33
M   0.0010   400.0   2.25767578    0.2000   1.23839   1.28569   1.30690   1742.72     69.89   1.0856312e+04   3.1746231e-01  5.01293e+12   5.47833e+14   4.74791e+14   4.76681e+13  -1.01154e+33
M   0.0010   400.0   2.25767578    0.5000   1.23761   1.28296   1.30415   1654.15     60.59   1.0656076e+04   3.1772445e-01  1.31702e+12   4.68467e+14   1.24739e+14   1.25236e+13  -1.01394e+33
M   0.0010   400.0   2.25767578    1.0000   1.23712   1.28152   1.30268   1604.88     55.97   1.0541334e+04   3.1789086e-01  7.70165e+11   3.60084e+14   7.29448e+13   7.32352e+12  -1.01546e+33
M   0.0010   400.0   2.25767578    2.0000   1.23641   1.27953   1.30067   1536.03     49.68   1.0376554e+04   3.1812790e-01  6.00282e+11   2.09918e+14   5.68546e+13   5.70809e+12  -1.01764e+33
M   0.0010   400.0   2.25767578    5.0000   1.23488   1.27572   1.29680   1369.80     37.27   9.9535514e+03   3.1864389e-01  4.21555e+11   4.17879e+13   3.99268e+13   4.00858e+12  -1.02233e+33
M   0.0010   400.0   2.25767578   10.0000   1.23321   1.27252   1.29354   1211.74     27.57   9.5063292e+03   3.1920338e-01  2.17834e+11   2.84216e+12   2.06318e+13   2.07139e+12  -1.02749e+33
M   0.0010   400.0   2.25767578   20.0000   1.23185   1.27031   1.29128   1087.42     20.71   9.1043914e+03   3.1966517e-01  7.76427e+10   1.36780e+10   7.35378e+12   7.38306e+11  -1.03168e+33
M   0.0010   400.0   2.25767578  5.93e+01   1.22765   1.26610   1.28707    873.74      0.00   8.1659685e+03   3.1967000e-01  0.00000e+00   7.15750e+09   0.00000e+00   0.00000e+00  -1.03172e+33

M   0.0010   400.0   2.87689978    0.0010   1.36365   1.53520   1.57882   6563.86   1253.69   1.6520000e+04   3.0413000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -1.38436e+33
M   0.0010   400.0   2.87689978    0.0015   1.33695   1.40951   1.42984   3266.03    376.95   1.3483547e+04   3.1272000e-01  9.63194e+15   7.75358e+14   9.58417e+17   8.84785e+16  -1.49312e+33
M   0.0010   400.0   2.87689978    0.0020   1.33449   1.39988   1.41967   2941.10    299.61   1.3026075e+04   3.1352000e-01  3.83099e+15   7.75151e+14   3.81199e+17   3.51913e+16  -1.50315e+33
M   0.0010   400.0   2.87689978    0.0030   1.33247   1.39254   1.41192   2697.57    241.60   1.2651449e+04   3.1416333e-01  1.61336e+15   7.74740e+14   1.60536e+17   1.48202e+16  -1.51136e+33
M   0.0010   400.0   2.87689978    0.0050   1.33076   1.38667   1.40576   2501.15    195.90   1.2327413e+04   3.1471600e-01  6.90363e+14   7.73913e+14   6.86939e+16   6.34164e+15  -1.51835e+33
M   0.0010   400.0   2.87689978    0.0100   1.32900   1.38150   1.40053   2285.48    155.52   1.1947154e+04   3.1527917e-01  2.69770e+14   7.71852e+14   2.68433e+16   2.47810e+15  -1.52550e+33
M   0.0010   400.0   2.87689978    0.0200   1.32761   1.37756   1.39654   2124.10    125.29   1.1644346e+04   3.1573153e-01  1.09642e+14   7.67764e+14   1.09098e+16   1.00717e+15  -1.53119e+33
M   0.0010   400.0   2.87689978    0.0300   1.32692   1.37538   1.39434   2033.75    110.29   1.1467376e+04   3.1594883e-01  6.28650e+13   7.63664e+14   6.25533e+15   5.77475e+14  -1.53399e+33
M   0.0010   400.0   2.87689978    0.0500   1.32615   1.37285   1.39178   1947.27     97.73   1.1292660e+04   3.1620457e-01  3.60778e+13   7.55669e+14   3.58989e+15   3.31409e+14  -1.53716e+33
M   0.0010   400.0   2.87689978    0.1000   1.32514   1.36925   1.38816   1835.39     82.94   1.1058237e+04   3.1652196e-01  1.55565e+13   7.35752e+14   1.54793e+15   1.42901e+14  -1.54122e+33
M   0.0010   400.0   2.87689978    0.2000   1.32433   1.36658   1.38547   1750.45     72.77   1.0873459e+04   3.1679038e-01  6.80975e+12   6.98172e+14   6.77598e+14   6.25540e+13  -1.54456e+33
M   0.0010   400.0   2.87689978    0.5000   1.32357   1.36382   1.38269   1646.52     61.51   1.0638469e+04   3.1702875e-01  1.28017e+12   5.96609e+14   1.27382e+14   1.17596e+13  -1.54764e+33
M   0.0010   400.0   2.87689978    1.0000   1.32320   1.36269   1.38155   1602.32     57.22   1.0535295e+04   3.1715232e-01  8.32226e+11   4.59563e+14   8.28100e+13   7.64479e+12  -1.54917e+33
M   0.0010   400.0   2.87689978    2.0000   1.32254   1.36097   1.37981   1535.40     50.99   1.0375009e+04   3.1735939e-01  7.23276e+11   2.68233e+14   7.19690e+13   6.64398e+12  -1.55183e+33
M   0.0010   400.0   2.87689978    5.0000   1.32088   1.35731   1.37611   1375.20     38.53   9.9679415e+03   3.1789945e-01  5.43246e+11   5.30852e+13   5.40552e+13   4.99023e+12  -1.55858e+33
M   0.0010   400.0   2.87689978   10.0000   1.31929   1.35436   1.37311   1213.59     28.34   9.5119059e+03   3.1840752e-01  2.66983e+11   3.64084e+12   2.65659e+13   2.45249e+12  -1.56510e+33
M   0.0010   400.0   2.87689978   20.0000   1.31791   1.35231   1.37102   1098.14     21.71   9.1415827e+03   3.1885442e-01  1.03104e+11   1.75353e+10   1.02593e+13   9.47111e+11  -1.57071e+33
M   0.0010   400.0   2.87689978  6.07e+01   1.31319   1.34758   1.36630    886.27      0.00   8.2372818e+03   3.1886000e-01  0.00000e+00   9.12063e+09   0.00000e+00   0.00000e+00  -1.57079e+33

M   0.0010   400.0   3.66596142    0.0010   1.45465   1.60956   1.64898   6563.86   1298.02   1.6520000e+04   3.0372000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -2.14586e+33
M   0.0010   400.0   3.66596142    0.0015   1.42813   1.49482   1.51320   3327.24    400.84   1.3564732e+04   3.1203000e-01  1.36475e+16   9.88019e+14   1.39716e+18   1.30500e+17  -2.28898e+33
M   0.0010   400.0   3.66596142    0.0020   1.42553   1.48494   1.50279   2963.21    312.92   1.3058695e+04   3.1285000e-01  5.05067e+15   9.87755e+14   5.17062e+17   4.82955e+16  -2.30303e+33
M   0.0010   400.0   3.66596142    0.0030   1.42349   1.47777   1.49524   2704.45    250.39   1.2662424e+04   3.1348600e-01  2.06308e+15   9.87231e+14   2.11208e+17   1.97276e+16  -2.31399e+33
M   0.0010   400.0   3.66596142    0.0050   1.42181   1.47210   1.48928   2503.69    201.86   1.2331730e+04   3.1401500e-01  8.66134e+14   9.86179e+14   8.86704e+16   8.28215e+15  -2.32314e+33
M   0.0010   400.0   3.66596142    0.0100   1.42009   1.46730   1.48440   2290.44    160.93   1.1956202e+04   3.1455320e-01  3.43152e+14   9.83552e+14   3.51301e+16   3.28128e+15  -2.33240e+33
M   0.0010   400.0   3.66596142    0.0200   1.41870   1.46357   1.48064   2127.29    129.90   1.1650477e+04   3.1499100e-01  1.40759e+14   9.78337e+14   1.44102e+16   1.34597e+15  -2.33991e+33
M   0.0010   400.0   3.66596142    0.0300   1.41801   1.46166   1.47871   2044.29    115.10   1.1488309e+04   3.1521060e-01  8.32399e+13   9.73127e+14   8.52168e+15   7.95957e+14  -2.34364e+33
M   0.0010   400.0   3.66596142    0.0500   1.41722   1.45934   1.47636   1954.53    101.46   1.1307536e+04   3.1545826e-01  4.68861e+13   9.62898e+14   4.79996e+15   4.48334e+14  -2.34789e+33
M   0.0010   400.0   3.66596142    0.1000   1.41618   1.45610   1.47309   1847.80     86.84   1.1084734e+04   3.1577803e-01  2.13682e+13   9.37363e+14   2.18757e+15   2.04327e+14  -2.35350e+33
M   0.0010   400.0   3.66596142    0.2000   1.41542   1.45319   1.47017   1737.22     73.23   1.0844102e+04   3.1601740e-01  7.11200e+12   8.89398e+14   7.28090e+14   6.80063e+13  -2.35758e+33
M   0.0010   400.0   3.66596142    0.5000   1.41467   1.45115   1.46811   1663.63     65.07   1.0677864e+04   3.1625362e-01  2.59254e+12   7.61320e+14   2.65411e+14   2.47904e+13  -2.36163e+33
M   0.0010   400.0   3.66596142    1.0000   1.41407   1.44971   1.46665   1612.89     59.71   1.0560155e+04   3.1644260e-01  1.44310e+12   5.83561e+14   1.47737e+14   1.37992e+13  -2.36485e+33
M   0.0010   400.0   3.66596142    2.0000   1.41338   1.44791   1.46484   1534.92     52.41   1.0373849e+04   3.1666051e-01  8.96704e+11   3.41472e+14   9.18000e+13   8.57446e+12  -2.36860e+33
M   0.0010   400.0   3.66596142    5.0000   1.41182   1.44456   1.46145   1377.55     39.63   9.9741897e+03   3.1715319e-01  6.74514e+11   6.78079e+13   6.90533e+13   6.44984e+12  -2.37703e+33
M   0.0010   400.0   3.66596142   10.0000   1.41019   1.44172   1.45857   1220.24     29.45   9.5318821e+03   3.1765655e-01  3.47007e+11   4.62766e+12   3.55248e+13   3.31815e+12  -2.38584e+33
M   0.0010   400.0   3.66596142   20.0000   1.40885   1.43976   1.45658   1100.74     22.26   9.1504868e+03   3.1808469e-01  1.26480e+11   2.23325e+10   1.29484e+13   1.20943e+12  -2.39310e+33
